Complexity,Loss,Equation
1,36.46651,"-1.1638056"
3,34.542755,"x3 * -10.994883"
5,8.779294,"x5 / (0.10423815 - x5)"
7,7.7655816,"(x3 + 0.08643506) / (x5 + -0.109272115)"
9,7.3238935,"(x3 + 0.08643506) / ((x5 + -0.109272115) * 0.84064424)"
10,7.259563,"((x3 + x5) / (x5 + -0.10928754)) - exp(x3)"
11,6.7730336,"(((x5 + x3) + -0.3985782) / (x5 + -0.101320185)) - 3.8281338"
