Complexity,Loss,Equation
1,36.784264,"-0.5774027"
2,36.230675,"neg(x5)"
3,34.250046,"x3 * -11.308519"
5,33.5632,"(x3 - x2) * -10.4799185"
6,2.293711,"(x2 / neg(x1)) * x4"
7,2.1301951,"(x5 - (x2 / x1)) * x4"
8,1.8702339,"neg((x4 * (x2 / x1)) + x3)"
9,0.07768066,"(x3 / -0.100610204) - (x4 * (x2 / x1))"
10,0.07768065,"neg((x3 * 9.939372) + (x4 * (x2 / x1)))"
11,0.0037198553,"(x3 / -0.09973972) - (x2 * ((x4 / x1) - 2.5239477))"
