Complexity,Loss,Equation
1,18.170061,"-0.8948781"
3,16.620543,"x3 * -8.818583"
4,16.262405,"square(x2) * -106.543976"
5,14.697344,"(x2 - x3) * 10.132089"
6,3.0962188,"neg((x4 * x2) / x1)"
7,3.0958414,"x4 * ((x2 * -1.0049009) / x1)"
8,2.5240328,"(neg(x2) * (x4 / x1)) - x3"
9,2.523239,"((x2 * x4) / (x1 * -0.99296665)) - x3"
10,0.095343076,"neg((x2 * (x4 / x1)) - (x3 / -0.10040521))"
12,0.012818252,"neg(((-1.8602585 + (x4 / x1)) * x2) - (x3 / -0.09963203))"
