Complexity,Loss,Equation
1,24.436853,"-1.0326636"
2,24.37826,"neg(x5)"
3,23.120012,"x3 * -10.014513"
5,2.4474719,"x4 / (x1 / 0.14067356)"
6,2.4301245,"neg(x4 / x1) * x2"
7,1.998048,"(x4 / (x1 / 0.13989078)) - x3"
9,1.5979965,"((x4 / (x1 / 0.13899693)) - x3) - x3"
11,0.029918475,"(x4 / (x1 / 0.13925181)) - (0.24220636 - (x3 / -0.09932638))"
