Complexity,Loss,Equation
1,22.042143,"-0.5575366"
2,21.919134,"neg(x3)"
3,20.25081,"x3 * -9.167666"
5,2.7467346,"x4 * (0.14755334 / x1)"
6,2.5586174,"(x2 / neg(x1)) * x4"
7,2.2642329,"((x4 * 0.14773744) / x1) - x3"
8,2.085856,"(x4 * neg(x2 / x1)) - x3"
9,0.5846223,"((x4 * 0.14755334) / x1) - (x3 / 0.16431691)"
10,0.08190642,"(x4 * neg(x2 / x1)) + (x3 * -9.9512)"
12,0.024397189,"(neg((x2 / x1) * x4) - 0.2402716) + (x3 * -10.045375)"
