Complexity,Loss,Equation
1,359.23935,"50.350323"
3,136.52197,"x0 * 5.6186843"
4,0.5321809,"square(x0 + -2.2714734)"
5,4.8506386e-12,"(x0 - 4.0) * x0"
9,3.637979e-12,"((x0 * (x0 - 4.0)) + x0) - x0"
11,1.6168795e-12,"(x0 + (x0 * (x0 - 4.0))) - (x0 + 4.8149377e-7)"
