Complexity,Loss,Equation
1,0.10665085,"0.16830252"
3,0.013479619,"0.0033323546 ^ x0"
4,0.013478654,"square(0.05706584 ^ x0)"
5,0.0069794883,"square(cube(x0 - 1.036905))"
7,0.0012949461,"1.072781 / exp(square(x0 / 0.1823026))"
8,9.915118e-6,"exp(cube(1.5476191 - cube(x0 + 1.1764207)))"
9,5.620576e-6,"exp(cube(0.63713676 - square(square(x0 + 0.94104034))))"
11,3.6957363e-6,"exp(cube(0.62738734 - square(square(x0 + 0.9397254)))) / 0.996362"
