Complexity,Loss,Equation
1,0.024599347,"-0.740585"
3,0.018817205,"-0.23958492 - x0"
4,0.004976651,"exp(x0) * -0.42074883"
5,0.00044029488,"(x0 + 0.88548756) * -0.5341442"
6,0.00022295165,"exp(x0 * -0.77362865) + -1.436606"
8,0.00018625174,"(exp(x0) * 0.27481744) + (-0.7125837 - x0)"
10,0.00014632802,"(exp(exp(sqrt(x0))) * 0.040004693) + (-0.56471246 - x0)"
12,0.00013382509,"square(exp(((x0 + square(x0)) + 0.5285078) * -0.46966827)) - 1.0594097"
