Complexity,Loss,Equation
1,346.1235,"191.1174"
3,120.33796,"x0 * 11.585993"
4,0.087603085,"square(x0 + -2.7239575)"
5,2.3283064e-10,"x0 * (x0 + -5.0000005)"
7,1.810905e-10,"((x0 + -1.4838855) - 3.5161145) * x0"
9,1.2935036e-10,"(x0 + ((x0 + -5.9999785) * x0)) - 0.00035677632"
11,1.0348029e-10,"(x0 + ((x0 + -4.9999895) * x0)) - (x0 + 0.00017459418)"
