Complexity,Loss,Equation
1,38.725,"-0.79887635"
3,37.429234,"x3 * -8.633958"
5,2.831189,"(x4 * 0.1500977) / x1"
6,2.6580224,"neg(x4 * (x2 / x1))"
7,2.3304975,"((x4 / x1) * 0.15026104) - x3"
8,2.1668448,"neg(x3) - ((x4 * x2) / x1)"
9,0.08399102,"(x3 / -0.10046402) - ((x4 * x2) / x1)"
11,0.0041531203,"(x3 / -0.09955513) - (((x4 / x1) - 2.4646757) * x2)"
