Complexity,Loss,Equation
1,29.216805,"-0.6452515"
3,26.769882,"0.019058783 / x3"
4,25.016064,"square(x2) / x3"
5,4.273245,"(x4 / x1) / 7.5102024"
6,2.738986,"x4 / (x1 / neg(x2))"
7,2.7361712,"(x4 / x1) / (-1.0102528 / x2)"
8,2.2333536,"(x4 / neg(x1 / x2)) - x3"
9,1.8026805,"((x4 / (x1 / 0.014066285)) - x3) * 9.626766"
10,0.08904952,"(x4 / neg(x1 / x2)) - (x3 * 9.955096)"
12,0.026715105,"((x4 / neg(x1 / x2)) - (x3 * 10.048862)) - 0.25013834"
