Complexity,Loss,Equation
1,0.096671276,"0.14335114"
3,0.012465059,"0.0011532973 ^ x0"
4,0.012465052,"cube(0.10494783 ^ x0)"
5,0.008188132,"(0.0003889741 ^ x0) * 1.2835425"
6,0.007524948,"cube(exp(cube(-3.4381902 * x0)))"
7,0.0019056419,"square(cube((0.0013447575 ^ x0) ^ x0))"
8,0.00019367658,"exp(cube(cube(15.287657 ^ x0) * -0.26775712))"
9,6.5729055e-6,"exp(cube(((6.03037 ^ x0) * -2.961876) + 2.9396203))"
11,6.5099757e-6,"cube(square(exp(cube(((5.3978148 ^ x0) * -1.7644433) + 1.7556738))))"
