Complexity,Loss,Equation
1,12.486397,"-0.87508917"
2,12.082084,"neg(x5)"
3,11.005453,"x3 * -9.13623"
5,2.7866738,"x4 / (x1 * 7.1992197)"
7,2.2756462,"(x4 / (x1 * 7.1834097)) - x3"
9,0.09390222,"((x4 / (x1 * 70.532)) - x3) * 10.013338"
11,0.0366147,"(((x4 / (x1 * 72.25297)) - x3) * 10.088297) - 0.24596272"
12,0.028935231,"(((x4 / (x1 * 72.135605)) - x3) - square(x2)) * 10.107326"
