Complexity,Loss,Equation
1,0.023828287,"-0.74066913"
3,0.01947021,"-0.23967044 - x0"
4,0.005207654,"exp(x0) * -0.42042547"
5,0.00042389877,"-0.4772784 - (x0 * 0.5257325)"
6,0.00026390335,"sqrt(x0 + 0.25071767) * -0.87242603"
8,7.486393e-5,"-0.47908998 - exp(-0.80738014 / (x0 - -0.13367544))"
10,6.107495e-5,"-0.50669885 - (exp(-0.54477394 / log(exp(x0))) * 0.77257043)"
12,5.634801e-5,"-0.4884009 - (exp(-0.7082316 / log(exp(x0 - -0.086404))) * 0.91363996)"
