Complexity,Loss,Equation
1,54.01135,"-1.2107577"
3,45.15447,"x3 * -19.616278"
5,42.600567,"(x2 - x3) * 18.79515"
6,41.99205,"x1 - exp(x3 * 5.6774764)"
7,41.45545,"(x0 - x3) * (x3 * 23.57815)"
8,40.926174,"(x2 - x3) * (exp(x3) * 15.467582)"
9,40.469578,"((x2 - x3) * 3.758311) / (x0 - -1.0963169)"
10,40.393784,"((exp(x3) * 16.99458) * (x2 - x3)) - x0"
12,40.311234,"exp(x3) * ((x1 + ((x3 - x2) * -17.714249)) - x0)"
