Complexity,Loss,Equation
1,35.602127,"-0.85750645"
2,35.46282,"neg(x5)"
3,34.057404,"x3 * -9.398487"
5,28.377525,"-0.08288568 / (0.074497044 - x5)"
7,26.641695,"(-0.048251078 / (0.07277929 - x5)) - x1"
8,20.809351,"x2 / (exp(-1.0084764) + (x5 / -0.19515236))"
10,17.560045,"x2 / (square(x0 * (x5 + -0.4808609)) - x5)"
11,16.13022,"(x0 + 0.7601249) / (((0.14441545 - x5) - x5) * x0)"
12,15.582938,"x2 / ((x4 + square(x0 * (x5 + -0.48206857))) - x5)"
