Complexity,Loss,Equation
1,48.95278,"-0.88989854"
3,47.218403,"x3 * -9.660211"
5,45.53198,"(x2 - x3) * 10.594219"
6,2.7627475,"neg((x4 * x2) / x1)"
7,2.5543947,"(x4 - (x2 / x1)) * x4"
8,2.2513113,"neg(x3) - (x4 * (x2 / x1))"
9,0.08097987,"(x3 / -0.1003925) - (x4 * (x2 / x1))"
11,0.024350574,"(x3 / -0.09960119) - ((x4 * (x2 / x1)) + 0.23840643)"
